episode,reward,avg reward,tiles,avg tiles,completed,avg completed,epsilon
193,-92.99999999999893,-51.68113973528652,7,10.71,,,0.7333508333333334
194,-52.080845950382006,-51.857953041186136,20,10.85,,,0.7317675
195,-59.68209116678664,-52.30604429322931,5,10.74,,,0.7307525833333333
196,-64.74110677976734,-52.324388903469334,12,10.76,,,0.72916925
197,-43.32720806270695,-52.36752994047596,16,10.79,,,0.7275859166666667
198,-51.77238243743022,-52.26460315359981,7,10.76,,,0.7265630833333333
199,-37.56868386235048,-51.94928556639111,10,10.72,,,0.7254056666666666
200,-79.61284044206192,-52.34744541487183,14,10.77,,,0.7239980833333333
201,-37.14084720365379,-52.25829573083319,18,10.83,,,0.72241475
202,-51.63511547500449,-52.250731866767055,7,10.81,,,0.7214125
203,-59.16955407385318,-52.296057342302866,9,10.78,,,0.7198291666666667
204,-54.36286865338214,-52.42510213989365,6,10.74,,,0.7186638333333333
205,-42.802610796013894,-52.21026437682783,4,10.68,,,0.7180748333333333
206,-59.64260668770464,-52.316914395820156,12,10.65,,,0.7164915000000001
207,-39.40572896077578,-52.16511015047082,8,10.66,,,0.7160513333333334
208,-34.36098537786882,-51.886144074736094,8,10.66,,,0.7155320000000001
209,-63.71955939144628,-51.94911697227861,8,10.64,,,0.7139486666666667
210,-88.2405506786245,-52.36333926291232,5,10.53,,,0.7125331666666667
211,-39.35810841125411,-52.063914212158224,10,10.54,,,0.7115071666666667
212,-40.38850298313068,-51.67979924198952,9,10.58,,,0.71072025
213,-36.27090297429651,-51.72092206202554,15,10.57,,,0.7096578333333333
214,-50.0188335652997,-51.082110397678534,7,10.55,,,0.7085494999999999
215,-52.398866275694296,-51.04638973677789,21,10.61,,,0.7069661666666667
216,-23.447926327852503,-50.81271091289825,25,10.75,,,0.7053828333333334
217,-68.42929140047814,-51.130633073287456,16,10.8,,,0.7043140833333333
218,-83.01311308998986,-51.473521197447,18,10.92,,,0.7030648333333334
219,-39.24866753712347,-51.51382997947075,14,10.99,,,0.7020974166666667
220,-34.515518346524686,-51.37136788164195,8,10.94,,,0.7014640833333333
221,-59.51381214378285,-51.35556520054486,9,10.98,,,0.6998807499999999
222,-1.5147443915062035,-50.93025491693161,39,11.22,,,0.6982974166666667
223,-99.24977020095966,-51.60492673561852,21,11.36,,,0.6969040833333333
224,-38.707086973070496,-51.579798141233624,5,11.26,,,0.696285
225,-49.787574845094454,-51.74016618536443,3,11.23,,,0.6957640833333334
226,-67.27036836377117,-51.98243364538842,5,11.21,,,0.694974
227,-42.23749159794754,-51.773933394457536,16,11.28,,,0.6937659166666666
228,-111.0329525671945,-52.484620195727445,5,11.23,,,0.6926639166666666
229,-44.916754365468414,-52.51384086000183,7,11.24,,,0.6913418333333333
230,-38.63154174258148,-52.51193731056342,11,11.22,,,0.6901844166666666
231,-84.22269962238872,-53.17320075072453,8,11.18,,,0.6886010833333334
232,-58.02052790487808,-53.33869220315443,25,11.21,,,0.68701775
233,-73.33290099612695,-53.35833495541637,13,11.2,,,0.6855088333333333
234,-54.28891532515517,-53.29604855500559,27,11.4,,,0.6839255
235,-67.64995685560278,-53.398804029095174,15,11.44,,,0.6828440833333334
236,-32.061241189593744,-53.399855717231056,7,11.45,,,0.6821600833333333
237,-27.23505314710462,-53.108518476165834,13,11.52,,,0.6818386666666667
238,-37.902937432766024,-53.121247441882154,20,11.68,,,0.6815204166666666
239,-92.50000000000047,-53.532897105852264,10,11.7,,,0.6803012500000001
240,-28.22498756198454,-53.46380578590145,20,11.81,,,0.67962675
241,-36.87820004946188,-53.15319111858807,3,11.74,,,0.6791881666666666
242,-59.746090068101715,-52.920215751207735,17,11.79,,,0.6778328333333333
243,-46.81957387078373,-52.95013693529315,8,11.74,,,0.6769699166666667
244,-45.152778264210134,-52.95453548919005,4,11.6,,,0.6764315833333333
245,-33.96209367079199,-52.763236303049354,10,11.62,,,0.6760183333333334
246,-74.5822510492453,-53.04515983301359,13,11.45,,,0.674435
247,-43.86650116426695,-52.988824844656264,7,11.5,,,0.6736100833333334
248,-28.951500252693776,-52.97375077661185,3,11.42,,,0.6732649166666667
249,-36.70419517670265,-52.74966557186524,6,11.33,,,0.67276775
250,-69.47860552210291,-52.915011479853895,9,11.31,,,0.6716198333333333
251,-28.17276844061753,-52.67973353159004,21,11.42,,,0.6707901666666667
252,-33.278958841635074,-52.3584632960796,5,11.32,,,0.6703009166666667
253,-52.76241859704088,-52.48728350659381,9,11.21,,,0.6696264166666667
254,-45.86989448768804,-52.203445378310334,6,11.19,,,0.6689756666666666
255,-91.21298951175797,-52.71562341152445,21,11.26,,,0.6673923333333334
256,-30.057775346230642,-52.60940809533159,26,11.46,,,0.665809
257,-56.18543445999169,-52.77438853755907,18,11.59,,,0.6646056666666667
258,-54.624338762889465,-52.90160591073432,16,11.63,,,0.6630223333333334
259,-26.314099735662317,-52.66955058368032,42,11.79,,,0.6618744166666667
260,-30.92645492795439,-52.36484507256906,15,11.79,,,0.6614738333333333
261,-41.25516777068633,-52.05673398792442,8,11.7,,,0.6610795833333334
262,-52.85149821254751,-52.39284658720899,5,11.64,,,0.6605016666666667
263,-84.99515268829546,-52.289487292349676,15,11.65,,,0.6589183333333333
264,-33.7861136733068,-52.21043388110481,5,11.64,,,0.6585351666666667
265,-50.35994890926252,-52.16816378276512,9,11.6,,,0.6579683333333333
266,-78.76481578622354,-52.344572044538815,17,11.65,,,0.656385
267,-95.99999999999874,-52.59870771482592,4,11.55,,,0.6548016666666667
268,-46.69648577548723,-52.07776581336452,12,11.5,,,0.6543108333333334
269,-47.29609097177297,-52.314671534090095,3,11.39,,,0.65378675
270,-43.38771126580563,-52.11814261540239,3,11.31,,,0.6533149166666667
271,-47.51261203532181,-52.184132559191575,8,11.31,,,0.6526008333333333
272,-42.17480905510019,-52.252285441020106,4,11.31,,,0.6521179166666666
273,-55.812599063129056,-52.46523169932743,15,11.41,,,0.6505345833333334
274,-37.01830095572232,-52.45052644387423,10,11.48,,,0.6493708333333333
275,-62.400000000000304,-52.66213576902277,6,11.5,,,0.6486915833333333
276,-48.115443225773674,-52.78337849332635,6,11.51,,,0.6480360833333334
277,-66.9575506570409,-52.798276401672304,19,11.51,,,0.64645275
278,-61.05631097653195,-53.26039619437531,18,11.51,,,0.6448694166666666
279,-28.148653028462373,-53.14741592286918,16,11.6,,,0.6439574166666666
280,-48.66109710548685,-52.71608962198748,13,11.61,,,0.6431198333333333
281,-31.76569405123013,-52.46743308937576,12,11.62,,,0.64270025
282,-62.3296334267267,-52.607703123788305,26,11.83,,,0.6411169166666666
283,-45.37062946960443,-52.62191120295998,5,11.75,,,0.6405263333333333
284,-42.65114801964075,-52.45413015146623,4,11.7,,,0.6401099166666666
285,-60.245661566418775,-52.4570571640187,6,11.68,,,0.6393594166666667
286,-62.396697390865775,-52.78273638397334,23,11.77,,,0.6377760833333334
287,-34.04728510890435,-52.541601871252894,10,11.8,,,0.6372694166666666
288,-30.402105063901498,-52.464070066749535,38,12.11,,,0.6365585
289,-69.53504109421687,-52.84255651888689,17,12.16,,,0.6354897500000001
290,-46.69703461709897,-52.3895268650579,4,12.12,,,0.6350052500000001
291,-52.269684823323594,-51.85422371329114,6,12.15,,,0.6343829999999999
292,-68.01358597293226,-51.92178118099084,14,12.18,,,0.6327996666666666
293,-49.580742131937484,-51.487588602310225,25,12.36,,,0.6317815833333333
294,-43.369999498820945,-51.40048013779461,5,12.21,,,0.6312385
295,-37.26348256001291,-51.17629405172687,20,12.36,,,0.6306415833333333
296,-76.98680771072426,-51.298751061036434,24,12.48,,,0.6290582499999999
297,-33.733742540240996,-51.202816405811774,7,12.39,,,0.6287083333333333
298,-46.2189913829068,-51.14728249526654,22,12.54,,,0.6271249999999999
299,-89.70000000000044,-51.66859565664305,11,12.55,,,0.6259343333333334
300,-36.45101208463163,-51.23697737306875,6,12.47,,,0.6255638333333333
301,-55.996642342469336,-51.4255353244569,28,12.57,,,0.6243383333333333
302,-63.0991243799651,-51.54017541350651,13,12.63,,,0.6234025833333333
303,-47.76669592437029,-51.42614683201168,10,12.64,,,0.6226916666666666
304,-62.02160957087284,-51.50273424118659,4,12.62,,,0.6220361666666667
305,-31.145636606489038,-51.38616449929135,34,12.92,,,0.6210481666666667
306,-51.28862822816493,-51.30262471469595,3,12.83,,,0.6204924166666667
307,-34.90891820218659,-51.25765660711006,7,12.82,,,0.6198828333333333
308,-73.07191315190269,-51.64476588485039,16,12.9,,,0.6182995
309,-81.20930009363327,-51.819663291872246,17,12.99,,,0.6170486666666667
310,-46.058888380934405,-51.39784666889535,6,13.0,,,0.61639
311,-35.28162899215853,-51.35708187470439,17,13.07,,,0.61552075
312,-68.5058049741107,-51.63825489461419,22,13.2,,,0.6144789166666667
313,-54.341742311080196,-51.81896328798203,7,13.12,,,0.61391525
314,-76.05252406952427,-52.07930019302428,16,13.21,,,0.6123319166666666
315,-54.152685460682264,-52.096838384874154,29,13.29,,,0.6110795
316,-29.477592842581515,-52.15713505002145,8,13.12,,,0.6107454166666666
317,-70.55425323587723,-52.17838466837543,16,13.12,,,0.6096798333333333
318,-44.41470223596446,-51.79240055983519,32,13.26,,,0.6080965
319,-38.25467906850789,-51.78246067514903,17,13.29,,,0.60760725
320,-35.505729434646696,-51.79236278603025,12,13.33,,,0.60713225
321,-71.15065377414716,-51.90873120233389,12,13.36,,,0.6061205000000001
322,-65.72491116588884,-52.55083287007773,14,13.11,,,0.6051594166666667
323,-41.111013656572204,-51.969445304633844,26,13.16,,,0.6035760833333333
324,-82.31834526985868,-52.40555788760172,12,13.23,,,0.6024186666666667
325,-54.734243971198886,-52.45502457886277,8,13.28,,,0.6015335833333333
326,-30.915291346175454,-52.091473808686814,10,13.33,,,0.6007545833333333
327,-64.82348349994726,-52.31733372770682,3,13.2,,,0.6000278333333333
328,-49.70765949496341,-51.704080796984506,47,13.62,,,0.5984445
329,-58.63143243184443,-51.84122757764827,31,13.86,,,0.5971699166666666
330,-78.74911609861218,-52.24240332120857,18,13.93,,,0.5959982500000001
331,-50.804555737981175,-51.90822188236449,8,13.93,,,0.5953585833333332
332,-39.305813794103855,-51.72107474125674,2,13.7,,,0.5950403333333334
333,-44.92871206036133,-51.43703285189908,7,13.64,,,0.5945685
334,-83.06436601049579,-51.724787358752494,13,13.5,,,0.5933556666666666
335,-70.47497181973885,-51.75303750839387,6,13.41,,,0.5923645
336,-37.957763791662195,-51.81200273441455,12,13.46,,,0.5915205833333333
337,-26.48514967647921,-51.80450369970829,9,13.42,,,0.59112475
338,-59.207023824889376,-52.01754456362953,11,13.33,,,0.59028875
339,-51.14863325418356,-51.60403089617135,8,13.31,,,0.5897884166666667
340,-41.34390253783605,-51.73522004592987,3,13.14,,,0.5893545833333333
341,-36.67688238884435,-51.73320686932369,4,13.15,,,0.5888368333333334
342,-39.86538814938348,-51.53439985013651,8,13.06,,,0.5877221666666667
343,-25.968402317224232,-51.32588813460091,8,13.06,,,0.5861388333333333
344,-40.49975455589204,-51.27935789751773,3,13.05,,,0.5857192499999999
