episode,reward,avg reward,tiles,avg tiles,epsilon
777,-44.636678200692806,-47.96338721893149,15,14.11,0.05
778,-67.74193548387119,-49.07392759287847,9,13.76,0.05
779,-40.11976047904214,-48.75814406559341,18,13.86,0.05
780,-39.92932862190857,-48.45945077463129,15,13.93,0.05
781,13.87900355871896,-47.86120127958464,31,14.11,0.05
782,-40.76655052264863,-47.5355334514778,16,14.2,0.05
783,-62.40601503759476,-47.402649157409286,9,14.24,0.05
784,-59.18367346938829,-47.18741193711924,13,14.32,0.05
785,-63.09963099631053,-47.07899456630058,9,14.34,0.05
786,7.266435986158015,-46.35553655564534,30,14.55,0.05
787,14.478114478113998,-45.85295724572659,32,14.67,0.05
788,-64.00000000000082,-45.977386311470546,8,14.62,0.05
789,-21.985815602837707,-45.529470381120184,21,14.75,0.05
790,-38.56655290102464,-45.35164384663836,17,14.82,0.05
791,-37.71626297577933,-45.545133007008396,17,14.77,0.05
792,-8.7719298245619,-45.33956608617274,25,14.83,0.05
793,-72.64437689969628,-45.590354424458084,7,14.78,0.05
794,-16.666666666667297,-45.03261164230585,25,14.97,0.05
795,-45.017182130584935,-44.81390929142626,15,15.03,0.05
796,-38.14432989690794,-44.846818388440944,17,15.02,0.05
797,-65.77946768060903,-44.95768749890399,8,14.98,0.05
798,-71.92982456140362,-45.29969636722864,6,14.88,0.05
799,31.410256410255464,-44.17790149543378,40,15.23,0.05
800,-41.17647058823607,-43.926744853001516,14,15.29,0.05
801,-3.1007751937989236,-43.438852261296894,24,15.4,0.05
802,-38.84892086331016,-43.21949833267509,16,15.45,0.05
803,-19.402985074627257,-42.70385076406653,26,15.63,0.05
804,-72.12543554006997,-43.01538289724499,7,15.54,0.05
805,-64.98054474708242,-43.07474465870899,8,15.51,0.05
806,-11.26279863481314,-42.584723638434596,25,15.66,0.05
807,-45.25547445255553,-42.32818747386925,14,15.73,0.05
808,-12.162162162162305,-42.11882317999791,25,15.8,0.05
809,-28.327645051195315,-41.48438534479556,20,15.82,0.05
810,-47.36842105263208,-41.444960941089654,15,15.85,0.05
811,-64.85623003194907,-41.499427300449746,9,15.84,0.05
812,-36.241610738255595,-41.27506654832816,18,15.93,0.05
813,-52.21843003413047,-41.06752111893972,12,15.98,0.05
814,-76.82119205298,-41.127940831677314,6,15.96,0.05
815,-55.223880597015366,-41.99331095077877,11,15.7,0.05
816,-63.45514950166168,-41.88722844003169,10,15.72,0.05
817,-66.91176470588293,-42.16532044606487,8,15.62,0.05
818,-66.41791044776183,-42.171379892422834,8,15.63,0.05
819,-51.31086142322176,-41.95659735019246,12,15.68,0.05
820,-53.177257525084435,-42.09999072055033,13,15.62,0.05
821,-37.08609271523216,-41.71223095804749,18,15.74,0.05
822,-12.280701754386659,-41.07394582542071,24,15.92,0.05
823,-73.85620915032685,-41.78907041692397,7,15.75,0.05
824,-70.09966777408673,-42.01332290861832,8,15.66,0.05
825,-80.5825242718443,-42.17980388904168,5,15.61,0.05
826,24.49799196787071,-41.45058328168387,30,15.74,0.05
827,-60.000000000000625,-41.4828599387444,12,15.72,0.05
828,2.040816326529851,-41.116297929325235,27,15.83,0.05
829,-52.02952029520371,-40.947152138488455,12,15.86,0.05
830,-69.60486322188491,-41.28377016572509,9,15.78,0.05
831,-5.40540540540629,-40.68373616946469,27,15.95,0.05
832,-56.95364238410672,-40.46733987159322,11,16.0,0.05
833,-69.49152542372924,-40.89652086009624,8,15.88,0.05
834,-29.26045016077247,-40.730641607191316,21,15.95,0.05
835,-38.62815884476614,-41.25616370196809,15,15.84,0.05
836,-26.470588235294937,-40.9802335419182,18,15.9,0.05
837,-46.1279461279469,-40.79993594226576,14,15.95,0.05
838,-45.20547945205561,-42.06407127369909,15,15.59,0.05
839,-62.38244514106664,-42.55209325597395,11,15.5,0.05
840,-58.47750865051982,-42.38334721571859,11,15.55,0.05
841,7.142857142856494,-42.156074488445846,32,15.62,0.05
842,-29.936305732484566,-41.72887504577069,21,15.77,0.05
843,-23.63636363636442,-41.643810110705765,20,15.8,0.05
844,52.86624203821784,-40.88437845955435,46,16.06,0.05
845,-27.007299270073222,-40.583022880826505,17,16.12,0.05
846,-23.0769230769238,-40.14166096405475,20,16.25,0.05
847,13.074204946996414,-39.60532450899038,31,16.41,0.05
848,-49.45848375451296,-39.286476510714614,13,16.5,0.05
849,-64.28571428571507,-39.39864773299414,9,16.47,0.05
850,-17.46031746031819,-39.23991757426398,25,16.55,0.05
851,-34.78260869565262,-39.25663998229073,17,16.53,0.05
852,-71.73144876325114,-39.45340652471776,7,16.47,0.05
853,-50.570342205323975,-39.53139910339749,12,16.41,0.05
854,86.72199170124955,-38.802110220867775,43,16.52,0.05
855,-29.07801418439799,-38.9490547462734,18,16.46,0.05
856,16.197183098592326,-38.151321325883494,32,16.68,0.05
857,-51.724137931035045,-38.08389816845263,12,16.68,0.05
858,-36.09022556391058,-37.94839754639388,16,16.71,0.05
859,-19.708029197080986,-37.58615580446638,20,16.79,0.05
860,7.638888888888513,-37.084846787781956,29,16.91,0.05
861,-36.90851735015844,-36.9575290835857,19,16.97,0.05
862,-38.84892086331015,-36.49753344373395,16,17.1,0.05
863,-27.835051546392517,-36.33143951475343,19,17.14,0.05
864,-22.297297297298083,-35.92478285809677,22,17.26,0.05
865,-42.9429429429434,-35.86891816987914,18,17.31,0.05
866,22.44897959183882,-35.178236203142234,34,17.51,0.05
867,64.8351648351672,-34.19026191328112,43,17.74,0.05
868,-26.421404682275014,-34.07175991072114,21,17.76,0.05
869,-42.85714285714356,-34.32890276786401,13,17.61,0.05
870,99.34640522876151,-33.03140941154708,59,18.02,0.05
871,-48.387096774194205,-33.3591622358291,15,17.98,0.05
872,-40.959409594096726,-33.057564996029996,15,18.06,0.05
873,-41.71779141104368,-33.35386378926131,18,18.01,0.05
874,-49.40476190476265,-33.62858055329034,16,17.97,0.05
875,71.23287671233219,-32.08403702106636,49,18.42,0.05
876,-42.4920127795535,-32.18235782226257,17,18.41,0.05
877,33.11688311688494,-31.404822209086788,40,18.66,0.05
878,-42.44604316546842,-31.151863285902756,14,18.71,0.05
879,-32.90734824281226,-31.079739163540452,19,18.72,0.05
880,-43.92523364486052,-31.119698213769972,17,18.74,0.05
881,56.14617940199785,-30.69702645533718,46,18.89,0.05
882,-49.664429530202156,-30.786005245412717,14,18.87,0.05
883,-51.219512195122626,-30.674140216987993,13,18.91,0.05
884,-37.931034482759394,-30.46161382712171,17,18.95,0.05
885,56.250000000002615,-29.268117517158576,44,19.3,0.05
886,-75.35211267605635,-30.094303003780723,6,19.06,0.05
887,0.6711409395969201,-30.23237273916589,27,19.01,0.05
888,3.4482758620698712,-29.557889980545188,29,19.22,0.05
889,-31.558935361217568,-29.653621178128986,17,19.18,0.05
890,-21.985815602837377,-29.487813805147113,21,19.22,0.05
891,60.130718954247186,-28.509343985846844,48,19.53,0.05
892,-38.14432989690798,-28.80306798657031,17,19.45,0.05
893,148.97959183673936,-26.586828299205948,59,19.97,0.05
894,-46.23655913978572,-26.88252722393713,14,19.86,0.05
895,-61.80555555555625,-27.050410958186845,10,19.81,0.05
896,-55.17241379310424,-27.22069179714881,12,19.76,0.05
897,-29.104477611941082,-26.85394189646213,18,19.86,0.05
898,-59.75232198142489,-26.73216687066234,12,19.92,0.05
899,-32.14285714285792,-27.36769800619348,18,19.7,0.05
900,-37.50000000000079,-27.330933300311127,19,19.75,0.05
901,-31.596091205212538,-27.61588646042526,20,19.71,0.05
902,-40.97222222222301,-27.637119474014394,16,19.71,0.05
903,-75.26501766784448,-28.195739799946566,6,19.51,0.05
904,-34.78260869565291,-27.822311531502397,17,19.61,0.05
905,-55.882352941177274,-27.731329613443346,11,19.64,0.05
906,-23.913043478261503,-27.85783206187783,27,19.66,0.05
907,-36.877076411960935,-27.77404808147188,18,19.7,0.05
908,-81.20300751879661,-28.464456535038224,4,19.49,0.05
909,-36.305732484077225,-28.544237409367042,19,19.48,0.05
910,-32.07547169811401,-28.391307915821866,17,19.5,0.05
911,-22.535211267606098,-27.968097728178435,21,19.62,0.05
912,-28.838951310862175,-27.8940711339045,18,19.62,0.05
913,-24.764890282132388,-27.61953573638452,23,19.73,0.05
914,130.21582733813435,-25.549165542473375,63,20.3,0.05
915,50.159744408948946,-24.49532929241373,46,20.65,0.05
916,-44.27244582043421,-24.30350225560146,17,20.72,0.05
917,110.3448275862103,-22.530936332680525,60,21.24,0.05
918,-70.29702970297065,-22.56972752523261,8,21.24,0.05
919,23.188405797101773,-21.824734853029373,33,21.45,0.05
920,-85.02994011975989,-22.143261678976128,4,21.36,0.05
921,-8.000000000000728,-21.85240075182381,21,21.39,0.05
922,-47.54098360655804,-22.20500357034553,15,21.3,0.05
923,-24.012158054712035,-21.706563059389385,24,21.47,0.05
924,-69.28327645051235,-21.698399146153637,8,21.47,0.05
925,-28.030303030303774,-21.172876933738234,18,21.6,0.05
926,145.45454545454857,-19.963311398871454,78,22.08,0.05
927,-32.62411347517788,-19.689552533623228,18,22.14,0.05
928,-52.898550724638426,-20.238946204134912,12,21.99,0.05
929,4.2345276872954365,-19.676305724309923,31,22.18,0.05
930,-40.74074074074154,-19.387664499498488,14,22.23,0.05
931,-76.35135135135124,-20.097123958957933,6,22.02,0.05
932,-24.73118279569974,-19.774899363073867,20,22.11,0.05
933,-65.3979238754332,-19.733963347590908,9,22.12,0.05
934,-46.127946127946885,-19.90263830726265,15,22.06,0.05
935,-84.4236760124605,-20.36059347893959,4,21.95,0.05
936,-28.571428571429017,-20.381601882300934,19,21.96,0.05
937,1.960784313725172,-19.900714577884216,25,22.07,0.05
938,103.44827586207133,-18.414177024742944,58,22.5,0.05
939,-57.36434108527206,-18.363995984185,10,22.49,0.05
940,-37.7431906614794,-18.1566528042946,15,22.53,0.05
941,54.60526315789896,-17.68202874414417,46,22.67,0.05
942,142.62295081967684,-15.956436178622557,73,23.19,0.05
943,39.68253968254021,-15.323247145433509,43,23.42,0.05
944,-29.487179487180242,-16.146781360687488,21,23.17,0.05
945,-70.05988023952132,-16.57730717038197,9,23.09,0.05
946,-37.704918032787646,-16.72358711994061,18,23.07,0.05
947,-28.802588996764424,-17.142355059378218,21,22.97,0.05
948,-38.51132686084197,-17.032883490441506,18,23.02,0.05
949,-35.38461538461607,-16.743872501430516,20,23.13,0.05
950,76.47058823529747,-15.80456344447436,50,23.38,0.05
951,-22.818791946309485,-15.684925276980927,22,23.43,0.05
952,-72.97297297297307,-15.697340519078146,7,23.43,0.05
953,-66.88741721854359,-15.860511269210342,9,23.4,0.05
954,-63.63636363636442,-17.36409482258648,9,23.06,0.05
955,-66.55518394648804,-17.738866520207385,9,22.97,0.05
956,-28.338762214984516,-18.184225973343153,21,22.86,0.05
957,-84.80243161094167,-18.51500891014222,4,22.78,0.05
958,-13.793103448276073,-18.292037688985875,24,22.86,0.05
959,-4.059040590406612,-18.13554780291913,24,22.9,0.05
960,-1.3333333333336348,-18.225270025141352,36,22.97,0.05
961,300.73529411764804,-14.848831910463286,107,23.85,0.05
962,83.74558303887252,-13.622886871441459,51,24.2,0.05
963,-17.431192660551243,-13.518848282583043,26,24.27,0.05
964,-20.94861660079093,-13.505361475617974,19,24.24,0.05
965,114.04682274247496,-11.935463818763791,63,24.69,0.05
966,-51.04895104895164,-12.670443125171696,13,24.48,0.05
967,253.35689045936303,-10.785225868929738,99,25.04,0.05
968,-23.076923076923396,-10.75178105287622,21,25.04,0.05
969,134.56790123456847,-8.977530611959102,75,25.66,0.05
970,38.297872340428,-9.588015940842435,38,25.45,0.05
971,-38.697318007663625,-9.491118153177132,15,25.45,0.05
972,27.329192546585197,-8.80823213177031,40,25.7,0.05
973,-26.17449664429611,-8.652799184102836,21,25.73,0.05
974,39.70588235294294,-7.76169274152578,37,25.94,0.05
975,-46.12794612794673,-8.93530096992857,15,25.6,0.05
976,75.43859649123195,-7.755994877220716,49,25.92,0.05
977,-7.692307692307299,-8.164086785312637,23,25.75,0.05
978,-49.52681388012695,-8.234894492459224,14,25.75,0.05
979,-64.05228758169916,-8.546343885848092,10,25.66,0.05
980,-77.49196141479081,-8.882011163547396,6,25.55,0.05
981,-44.23791821561412,-9.885852139723516,14,25.23,0.05
982,-14.089347079038,-9.530101315211875,24,25.33,0.05
983,-78.02197802197782,-9.798125973480428,5,25.25,0.05
984,-6.474820143885482,-9.483563830091688,24,25.32,0.05
985,3.94265232974916,-10.006637306794222,27,25.15,0.05
986,-66.2921348314613,-9.91603752834827,11,25.2,0.05
987,-26.174496644296138,-10.1844939041872,21,25.14,0.05
988,108.05369127517253,-9.138439750056175,61,25.46,0.05
989,4.615384615384759,-8.77669655029015,31,25.6,0.05
990,191.66666666666836,-6.640171727595093,97,26.36,0.05
991,118.85521885521865,-6.052926728585378,64,26.52,0.05
992,34.0579710144938,-5.330903719471361,36,26.71,0.05
993,-62.26415094339676,-7.443341147272723,9,26.21,0.05
994,27.90697674418501,-6.701905788433014,30,26.37,0.05
995,100.68027210884802,-5.077047511788971,58,26.85,0.05
996,-71.73144876325102,-5.242637861490437,7,26.8,0.05
997,-83.49834983498299,-5.786576583720858,4,26.66,0.05
998,-40.62500000000076,-5.595303363906616,18,26.72,0.05
999,-37.29372937293799,-5.646812086207416,18,26.72,0.05
1000,-29.88929889298969,-5.570705075137307,18,26.71,0.05
1001,-30.555555555556356,-5.560299718640745,19,26.7,0.05
1002,-73.59735973597326,-5.886551093778248,7,26.61,0.05
1003,-74.35897435897442,-5.877490660689546,6,26.61,0.05
1004,-38.709677419355636,-5.916761347926576,18,26.62,0.05
1005,205.75539568345505,-3.300383861680252,84,27.35,0.05
1006,-23.6111111111119,-3.2973645380087557,21,27.29,0.05
1007,79.85611510791621,-2.1300326228099835,49,27.6,0.05
1008,23.74581939799389,-1.0805443536420773,36,27.92,0.05
1009,-31.972789115647064,-1.037214919957776,19,27.92,0.05
1010,101.43884892086763,0.2979282862320409,55,28.3,0.05
1011,125.80645161290353,1.7813449150371363,69,28.78,0.05
1012,-3.4482758620687592,2.0352516695250715,27,28.87,0.05
1013,-21.875000000000735,2.0641505723463887,24,28.88,0.05
1014,-33.55481727574827,0.42644412620756134,19,28.44,0.05
1015,-18.28793774319116,-0.25803269531384065,20,28.18,0.05
1016,234.34650455926936,2.5281568084831947,109,29.1,0.05
1017,-42.95302013422858,0.995178331278805,16,28.66,0.05
1018,1.2269938650305012,1.710418566958816,32,28.9,0.05
1019,-42.675159235669575,1.0517829166311032,17,28.74,0.05
1020,-34.25605536332257,1.5595217641954764,18,28.88,0.05
1021,74.65753424657886,2.3860971066612717,50,29.17,0.05
1022,105.03597122302645,3.9118666549571164,55,29.57,0.05
1023,-41.60583941605919,3.7359298413436455,15,29.48,0.05
1024,-8.77192982456163,4.341043307603153,25,29.65,0.05
1025,228.67132867133085,6.9080596246195,92,30.39,0.05
1026,27.208480565373264,5.725598975727747,35,29.96,0.05
1027,-33.098591549296515,5.720854194986561,18,29.96,0.05
1028,-39.39393939394016,5.855900308293545,17,30.01,0.05
1029,72.5490196078478,6.539045227499067,43,30.13,0.05
1030,83.39100346021257,7.780362669508609,52,30.51,0.05
1031,277.92642140468,11.32314039706892,112,31.57,0.05
1032,-11.864406779661905,11.451808157229298,25,31.62,0.05
1033,-63.21070234113794,11.473680372572254,10,31.63,0.05
1034,-33.82352941176541,11.596724539734065,17,31.65,0.05
1035,294.83394833947995,15.389300783253473,106,32.67,0.05
1036,-31.740614334471747,15.357608925623044,19,32.67,0.05
1037,-12.751677852349578,15.210484303962298,25,32.67,0.05
1038,56.794425087107705,14.74394579621266,44,32.53,0.05
1039,-30.37974683544378,15.013791738710944,21,32.64,0.05
1040,39.93174061433543,15.790541051469093,40,32.89,0.05
1041,24.56747404844372,15.490163160374541,34,32.77,0.05
1042,-37.06293706293786,13.693304281548391,17,32.21,0.05
1043,96.5517241379356,14.261996126102344,56,32.34,0.05
1044,125.58922558923007,15.812760176866446,66,32.79,0.05
1045,143.81625441696318,17.95152152343129,68,33.38,0.05
1046,-8.783783783784406,18.240732865921323,26,33.46,0.05
1047,-25.000000000000764,18.278758755888962,20,33.45,0.05
1048,-42.44604316546839,18.239411592842696,15,33.42,0.05
1049,-31.74061433447176,18.275851603344144,19,33.41,0.05
1050,118.18181818182265,18.692963902809396,71,33.62,0.05
1051,96.49122807017773,19.886064102974263,55,33.95,0.05
1052,-6.040268456376567,20.55539114814023,25,34.13,0.05
1053,-24.460431654677006,20.979661003778897,20,34.24,0.05
1054,-25.92592592592676,21.35676538088328,19,34.34,0.05
1055,-74.82014388489209,21.274115781499237,6,34.31,0.05
1056,177.47252747253225,23.332228678374403,100,35.1,0.05
1057,324.90842490842465,27.42933724356807,115,36.21,0.05
1058,234.5864661654167,29.913132939704994,87,36.84,0.05
1059,258.2677165354254,32.53640051096331,90,37.5,0.05
1060,-55.782312925170864,31.991910715044934,11,37.25,0.05
1061,-36.111111111111754,28.62344666275734,22,36.4,0.05
1062,300.79365079364135,30.793927340305025,99,36.88,0.05
1063,-34.375000000000774,30.624489266910533,20,36.82,0.05
1064,-40.78947368421123,30.42608069607633,17,36.8,0.05
1065,-3.703703703703248,29.248575431614544,25,36.42,0.05
1066,6.761565836299257,29.826680600467053,29,36.58,0.05
1067,-20.000000000000632,27.093111695873418,21,35.8,0.05
1068,196.29629629630105,29.286843889605667,79,36.38,0.05
1069,-20.000000000000544,27.741164877259976,19,35.82,0.05
1070,-74.60317460317465,26.61215440782395,7,35.51,0.05
1071,315.38461538460876,30.152973741746674,107,36.43,0.05
1072,-68.35443037974733,29.196137512483347,9,36.12,0.05
1073,66.18911174785529,30.11977359640486,57,36.48,0.05
1074,65.46762589928535,30.37739103186829,45,36.56,0.05
1075,-35.89743589743662,30.479696134173388,19,36.6,0.05
1076,223.63636363636826,31.961673805624745,88,36.99,0.05
1077,-59.40959409594162,31.44450094158841,10,36.86,0.05
1078,-60.13289036544923,31.338440176735183,11,36.83,0.05
1079,-38.35616438356242,31.59540140871655,17,36.9,0.05
1080,-20.000000000000828,32.17032102286445,19,37.03,0.05
1081,165.38461538461763,34.26654635886676,68,37.57,0.05
1082,136.59305993690916,35.77337042902624,74,38.07,0.05
1083,-72.31833910034612,35.83040681824255,7,38.09,0.05
1084,-9.385113268608936,35.80130388699531,27,38.12,0.05
1085,196.55172413793534,37.72739460507717,85,38.7,0.05
1086,140.0000000000011,39.7903159533918,64,39.23,0.05
1087,-35.94306049822143,39.69263031485255,17,39.19,0.05
1088,-31.159420289855834,38.30049919920227,18,38.76,0.05
1089,-68.12749003984118,37.57307045265,7,38.52,0.05
1090,-33.57933579335852,35.32061042804974,16,37.71,0.05
1091,85.30351437700006,34.98509338326756,57,37.64,0.05
1092,-102.37147766323082,33.62079889649031,19,37.47,0.05
1093,-21.34831460674229,34.02995725985684,20,37.58,0.05
1094,-36.39575971731525,33.38692989524185,17,37.45,0.05
1095,429.1970802919633,36.672097977073,144,38.31,0.05
1096,-19.29824561403564,37.19643000856515,22,38.46,0.05
1097,12.58278145695442,38.15724132148453,33,38.75,0.05
1098,-27.083333333333997,38.292657988151205,19,38.76,0.05
1099,-32.65993265993342,38.33899595528124,19,38.77,0.05
1100,-10.596026490066828,38.531928679310475,26,38.85,0.05
1101,-34.02777777777857,38.497206457088254,18,38.84,0.05
1102,-32.25806451612981,38.91059940928669,20,38.97,0.05
1103,-37.2937293729381,39.28125185914705,18,39.09,0.05
1104,12.28070175438559,39.79115565088446,31,39.22,0.05
1105,271.62162162161326,40.44981791026605,109,39.47,0.05
1106,-58.46645367412218,40.10126448463594,12,39.38,0.05
1107,-35.74297188755065,38.94527361468128,15,39.04,0.05
1108,130.76923076923114,40.01550772839365,62,39.3,0.05
1109,27.659574468087385,40.611831364230994,35,39.46,0.05
1110,-4.929577464789725,39.548147100374415,26,39.17,0.05
1111,158.5669781931514,39.8757523661769,82,39.3,0.05
1112,-72.22222222222231,39.188012902575366,9,39.12,0.05
1113,-66.44295302013482,38.74233337237402,9,38.97,0.05
1114,-26.070038910506614,38.81718115602644,18,38.96,0.05
1115,291.7525773195836,41.91758630665419,113,39.89,0.05
1116,134.3750000000049,40.91787126106154,59,39.39,0.05
1117,108.3333333333328,42.43073479573715,54,39.77,0.05
1118,161.98083067092747,44.03827316379612,81,40.26,0.05
1119,-55.88235294117728,43.90620122674104,11,40.2,0.05
1120,-48.14814814814893,43.767280298892786,12,40.14,0.05
1121,92.43986254295993,43.9451035818566,55,40.19,0.05
1122,-73.05389221556898,42.164204947470644,8,39.72,0.05
1123,107.40740740741165,43.65433741570535,55,40.12,0.05
1124,4.729729729730048,43.78935401124827,30,40.17,0.05
1125,145.03311258278399,42.95297185036281,72,39.97,0.05
1126,-27.0833333333341,42.41005371137573,20,39.82,0.05
1127,-36.84210526315865,42.3726185742371,17,39.81,0.05
1128,-30.46357615894111,42.461922206587104,19,39.83,0.05
1129,-47.05882352941232,41.2658437752145,17,39.57,0.05
1130,239.80582524272097,42.82999199303958,104,40.09,0.05
1131,-27.835051546392453,39.772377263528846,20,39.17,0.05
1132,-5.660377358490432,39.834417557740565,24,39.16,0.05
1133,-9.37500000000052,40.37277458115194,27,39.33,0.05
1134,-36.66666666666741,40.34434320860292,18,39.34,0.05
1135,-27.39273927392819,37.122076332468836,21,38.49,0.05
1136,-22.222222222223042,37.21726025359132,20,38.5,0.05
1137,-31.818181818182573,37.026595213933,20,38.45,0.05
1138,-80.89171974522256,35.649733765609696,5,38.06,0.05
1139,-37.70491803278765,35.576482053636255,18,38.03,0.05
1140,65.07936507937023,35.8279582982866,51,38.14,0.05
1141,282.6366559485447,38.408650117287614,117,38.97,0.05
1142,32.616487455197,39.10544436246896,35,39.15,0.05
1143,-72.02797202797221,37.41964740080988,7,38.66,0.05
1144,-41.37931034482834,35.749962041469296,16,38.16,0.05
1145,-14.675767918089516,34.165041818118766,24,37.72,0.05
1146,-38.90675241157633,33.86381213184085,18,37.64,0.05
1147,-31.5960912052125,33.79785121978873,20,37.64,0.05
1148,366.8989547038282,37.8913011984817,133,38.82,0.05
1149,-67.9715302491108,37.52899203933531,8,38.71,0.05
1150,-34.21052631579021,36.00506859435919,19,38.19,0.05
1151,112.41830065359929,36.16433932019339,63,38.27,0.05
1152,-34.42622950819748,35.880479709675186,19,38.21,0.05
1153,-55.55555555555627,35.56952847066639,13,38.14,0.05
1154,-39.68253968254042,35.43196233310026,18,38.13,0.05
1155,-29.629629629630433,35.88386747565288,18,38.25,0.05
1156,213.72549019608311,36.24639710288839,95,38.2,0.05
1157,234.6153846153889,35.34346669995803,85,37.9,0.05
1158,-31.972789115647043,32.67787414714739,19,37.22,0.05
1159,-71.92982456140373,29.375898736179096,7,36.39,0.05
1160,62.65060240963787,30.560227889527184,53,36.81,0.05
1161,45.1612903225841,31.37295190386414,35,36.94,0.05
1162,-26.910299003322955,28.095912405894502,21,36.16,0.05
1163,192.45283018868392,30.364190707781344,92,36.88,0.05
1164,270.96774193547566,33.48176286397822,114,37.85,0.05
1165,-29.629629629630454,33.222503604718945,18,37.78,0.05
1166,376.35135135134277,36.91840145986938,140,38.89,0.05
1167,-24.81203007518879,36.870281159117496,19,38.87,0.05
1168,173.01587301587648,36.637476926313255,85,38.93,0.05
1169,112.21864951768924,37.95966342149015,65,39.39,0.05
1170,318.43971631204766,41.890092330642375,117,40.49,0.05
1171,-56.04395604395678,38.17580661635671,11,39.53,0.05
1172,444.8717948717913,43.308068868872105,169,41.13,0.05
1173,194.11764705882763,44.587354221981826,84,41.4,0.05
1174,-35.15358361774819,43.58114212681149,18,41.13,0.05
1175,52.4163568773276,44.46428005455913,40,41.34,0.05
1176,-43.39622641509503,41.793954154044506,17,40.63,0.05
1177,-40.82840236686466,41.97976607133527,18,40.71,0.05
1178,-40.78947368421116,42.17320023814764,17,40.77,0.05
1179,-34.06593406593476,42.21610254132393,17,40.77,0.05
1180,204.48717948718135,44.46097433619575,94,41.52,0.05
1181,113.55932203389807,43.942721402688555,61,41.45,0.05
1182,293.50180505414664,45.51180885386092,108,41.79,0.05
1183,-40.99378881987657,45.825054356665625,18,41.9,0.05
1184,179.76190476190982,47.71652453697081,93,42.56,0.05
1185,40.71856287425427,46.158192924333996,46,42.17,0.05
1186,137.93103448276145,46.13750326916161,68,42.21,0.05
1187,191.36690647482484,48.41060293889207,80,42.84,0.05
1188,293.3823529411773,51.656020671202405,106,43.72,0.05
1189,18.243243243242944,52.51972800403324,34,43.99,0.05
1190,-35.94306049822141,52.496090756984614,16,43.99,0.05
1191,-25.09363295880232,51.39211928362659,19,43.61,0.05
1192,-28.082191780822686,52.13501214245068,20,43.62,0.05
1193,-30.51359516616392,52.043359336856454,21,43.63,0.05
1194,-24.65753424657606,52.160741591563855,21,43.67,0.05
1195,233.3333333333358,50.20210412197757,103,43.26,0.05
1196,-43.75000000000077,49.95758657811792,17,43.21,0.05
1197,-19.463087248322598,49.637127891065155,23,43.11,0.05
1198,-20.754716981132578,49.70041405458717,20,43.12,0.05
1199,121.37404580153161,51.24075383920182,57,43.5,0.05
1200,368.8524590163894,55.03523869426639,142,44.66,0.05
1201,-39.93993993994073,54.976117072644755,19,44.67,0.05
1202,84.50184501845496,56.14371616799062,49,44.96,0.05
1203,-19.003115264798257,56.326622309072,25,45.03,0.05
1204,130.24054982818313,57.50622078980999,66,45.38,0.05
1205,143.44569288389945,56.22446150243283,64,44.93,0.05
1206,-36.30573248407707,56.446068714333286,19,45.0,0.05
1207,108.20189274448222,57.8855173606536,65,45.5,0.05
1208,-69.59459459459498,55.88187910701534,8,44.96,0.05
1209,62.86644951140453,56.23394785744851,49,45.1,0.05
1210,321.60278745644126,59.49927150666083,120,46.04,0.05
1211,78.78787878788285,58.70148051260814,57,45.79,0.05
1212,101.41342756183948,60.43783701044877,56,46.26,0.05
1213,128.3737024221494,62.3860035648716,65,46.82,0.05
1214,-20.265780730897806,62.44404614666769,23,46.87,0.05
1215,11.524163568774656,59.6417620091596,29,46.03,0.05
1216,239.28571428570797,60.69086915201664,94,46.38,0.05
1217,293.6170212765994,62.543706031449304,110,46.94,0.05
1218,-59.11949685534667,60.33270275618657,11,46.24,0.05
1219,85.43046357616262,61.74583092135997,55,46.68,0.05
1220,-28.057553956835275,61.94673686327311,19,46.75,0.05
1221,28.78787878788122,61.31021702572232,31,46.51,0.05
1222,175.2613240418128,63.793369188296126,76,47.19,0.05
1223,82.14285714286169,63.540723685650626,49,47.13,0.05
1224,428.23920265779947,67.77581841493131,158,48.41,0.05
1225,30.136986301372126,66.62685715211721,37,48.06,0.05
1226,163.15789473684634,68.529269432819,74,48.6,0.05
1227,-9.698996655518709,68.80070051889541,26,48.69,0.05
1228,17.021276595745803,69.27554904644228,32,48.82,0.05
1229,31.097560975611316,70.05711289149252,42,49.07,0.05
1230,455.55555555554935,72.21461019462079,153,49.56,0.05
1231,-58.17490494296648,71.91121166065506,10,49.46,0.05
1232,47.26027397260617,72.44041817396602,42,49.64,0.05
1233,5.960264900661931,72.59377082297266,31,49.68,0.05
1234,15.131578947367766,73.11175327911299,34,49.84,0.05
1235,-20.792079207921557,73.17775987977306,23,49.86,0.05
1236,467.66917293231813,78.07667383131847,150,51.16,0.05
1237,126.41509433962523,79.65900659289656,71,51.67,0.05
1238,163.69863013699023,82.10491009171868,76,52.38,0.05
1239,13.553113553114992,82.61749040757769,30,52.5,0.05
1240,190.44117647059275,83.87110852148993,78,52.77,0.05
1241,265.01901140684413,83.69493207607293,95,52.55,0.05
1242,304.5801526717561,86.41456872823854,105,53.25,0.05
1243,-35.94306049822145,86.77541784353605,17,53.35,0.05
1244,189.68253968254456,89.08603634380978,72,53.91,0.05
1245,417.9153094462483,93.41194711745315,158,55.25,0.05
1246,-41.37931034482836,93.38722153812063,16,55.23,0.05
